Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Average_Number_of_Simultaneous_Pitch_Classes,Average_Number_of_Simultaneous_Pitches,Chord_Duration,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Variability_of_Time_Between_Attacks,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Amount_of_Staccato,Unpitched_Percussion_Instrument_Prevalence,Acoustic_Guitar_Prevalence,Electric_Guitar_Prevalence,Violin_Prevalence,Dynamic_Range,Average_Note_to_Note_Change_in_Dynamics
45,10,0,0,60,0.07366,0.06712,0.1801,3.898,7.409,0.1572,150,150,0,220.8,28,24.25,0.09794,0.04865,0.025,3.208,0.2931,0.3069,0,0.022,0,0.03801,90,0.8798
